V4_2,Standard Error,Unweighted Count,Time_codelist,Time,Geography_codelist,Geography,Level of physical disorder in immediate area_codelist,Level of physical disorder in immediate area,Measurement Type_codelist,Measurement Type,Crime Type_codelist,Crime Type,Age_codelist,Age,Sex_codelist,Sex
0.0,0.0,2283,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Domestic violence,,75+,,Female
8.347066162,8.340168456,97,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Domestic violence,,16-24,,Male
6.331336072999999,3.229144032,1121,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Domestic violence,,16-24,,Male
3.172460582,2.253829714,873,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Domestic violence,,16+,,Male
2.835853427,0.660059926,15451,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Domestic violence,,16+,,Male
0.0,0.0,158,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Domestic violence,,25-34,,Male
2.2705517630000003,0.910093129,2085,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Domestic violence,,25-34,,Male
7.540872037000001,7.544309711,174,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Domestic violence,,35-44,,Male
2.858718667,1.482463324,2499,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Domestic violence,,35-44,,Male
0.0,0.0,173,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Domestic violence,,45-54,,Male
5.921188197,2.276344743,2741,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Domestic violence,,45-54,,Male
0.0,0.0,138,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Domestic violence,,55-64,,Male
0.251028457,0.250959799,2559,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Domestic violence,,55-64,,Male
0.0,0.0,87,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Domestic violence,,65-74,,Male
0.446109373,0.446334057,2607,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Domestic violence,,65-74,,Male
0.0,0.0,46,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Domestic violence,,75+,,Male
0.0,0.0,1839,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Domestic violence,,75+,,Male
9.927876327,6.08145986,210,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Mugging,,16-24,,All adults
7.168149134,1.7055174480000002,2362,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Mugging,,16-24,,All adults
3.632652737,1.404112733,1842,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Mugging,,16+,,All adults
3.675990422,0.529612601,33325,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Mugging,,16+,,All adults
2.522577969,1.911096534,405,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Mugging,,25-34,,All adults
3.433714967,0.88078814,4855,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Mugging,,25-34,,All adults
2.678372321,1.940542834,347,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Mugging,,35-44,,All adults
4.419644226,1.394526,5429,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Mugging,,35-44,,All adults
3.51388067,2.502703146,336,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Mugging,,45-54,,All adults
5.671229071,2.042738558,5819,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Mugging,,45-54,,All adults
0.0,0.0,254,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Mugging,,55-64,,All adults
1.909606673,0.7652649420000001,5361,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Mugging,,55-64,,All adults
0.0,0.0,186,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Mugging,,65-74,,All adults
1.002706583,0.493885106,5377,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Mugging,,65-74,,All adults
0.0,0.0,104,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Mugging,,75+,,All adults
0.77723382,0.360780839,4122,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Mugging,,75+,,All adults
0.0,0.0,113,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Mugging,,16-24,,Female
6.295156551,2.226840219,1241,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Mugging,,16-24,,Female
2.107091949,1.22837897,969,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Mugging,,16+,,Female
2.936328938,0.55481804,17874,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Mugging,,16+,,Female
3.443491669,3.441872084,247,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Mugging,,25-34,,Female
3.050699728,1.08314563,2770,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Mugging,,25-34,,Female
3.5754530160000004,3.577457525,173,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Mugging,,35-44,,Female
5.644358714,2.4595882980000003,2930,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Mugging,,35-44,,Female
4.17243215,4.174327676,163,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Mugging,,45-54,,Female
2.194723364,1.056174548,3078,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Mugging,,45-54,,Female
0.0,0.0,116,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Mugging,,55-64,,Female
1.435013966,0.655958222,2802,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Mugging,,55-64,,Female
0.0,0.0,99,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Mugging,,65-74,,Female
0.6421924689999999,0.37981504,2770,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Mugging,,65-74,,Female
0.0,0.0,58,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Mugging,,75+,,Female
0.912506166,0.535060376,2283,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Mugging,,75+,,Female
18.36391844,11.26317388,97,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Mugging,,16-24,,Male
8.013957272999999,2.568485769,1121,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Mugging,,16-24,,Male
5.053098316,2.4533083330000003,873,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Mugging,,16+,,Male
4.45281603,0.8957730690000001,15451,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Mugging,,16+,,Male
1.5789766159999998,1.5835785130000002,158,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Mugging,,25-34,,Male
3.818178963,1.394989848,2085,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Mugging,,25-34,,Male
1.929420198,1.934003444,174,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Mugging,,35-44,,Male
3.161227152,1.264505343,2499,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Mugging,,35-44,,Male
2.948421335,2.9553018160000004,173,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Mugging,,45-54,,Male
9.289500712999999,4.01573141,2741,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Mugging,,45-54,,Male
0.0,0.0,138,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Mugging,,55-64,,Male
2.406224937,1.407607175,2559,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Mugging,,55-64,,Male
0.0,0.0,87,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Mugging,,65-74,,Male
1.387671909,0.936268732,2607,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Mugging,,65-74,,Male
0.0,0.0,46,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Mugging,,75+,,Male
0.600488006,0.449908439,1839,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Mugging,,75+,,Male
18.84183201,13.55673159,210,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Other personal theft,,16-24,,All adults
27.81477331,4.125165398,2362,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Other personal theft,,16-24,,All adults
14.95546908,4.2974494289999985,1842,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Other personal theft,,16+,,All adults
13.84057126,0.871749439,33325,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Other personal theft,,16+,,All adults
25.63854578,12.21237063,405,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Other personal theft,,25-34,,All adults
16.68846194,2.049370182,4855,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Other personal theft,,25-34,,All adults
12.85151983,6.659006027,347,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Other personal theft,,35-44,,All adults
14.13108125,1.826463474,5429,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Other personal theft,,35-44,,All adults
13.93577511,7.892018302999999,336,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Other personal theft,,45-54,,All adults
11.98502395,1.780877558,5819,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Other personal theft,,45-54,,All adults
4.351125965,3.337056093,254,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Other personal theft,,55-64,,All adults
10.93361662,1.838290482,5361,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Other personal theft,,55-64,,All adults
2.86778837,2.870807536,186,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Other personal theft,,65-74,,All adults
7.065051072,1.378400738,5377,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Other personal theft,,65-74,,All adults
0.0,0.0,104,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Other personal theft,,75+,,All adults
6.554491636,1.460703922,4122,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Other personal theft,,75+,,All adults
4.335851498,4.344867797,113,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Other personal theft,,16-24,,Female
28.2268268,5.648990416,1241,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Other personal theft,,16-24,,Female
11.57971108,3.887806716,969,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Other personal theft,,16+,,Female
13.07020422,1.1231595909999998,17874,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Other personal theft,,16+,,Female
10.45501896,7.950132357,247,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Other personal theft,,25-34,,Female
15.47300255,2.770907177,2770,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Other personal theft,,25-34,,Female
19.90080466,12.10394916,173,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Other personal theft,,35-44,,Female
17.55310897,2.901729946,2930,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Other personal theft,,35-44,,Female
21.3623329,14.59296003,163,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Other personal theft,,45-54,,Female
10.16051643,1.971400691,3078,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Other personal theft,,45-54,,Female
9.696638701,7.435710876,116,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Other personal theft,,55-64,,Female
7.549099556,1.869584606,2802,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Other personal theft,,55-64,,Female
5.054084565,5.062874502,99,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Other personal theft,,65-74,,Female
5.183867901,1.408186275,2770,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Other personal theft,,65-74,,Female
0.0,0.0,58,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Other personal theft,,75+,,Female
7.014249422000001,1.966994516,2283,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Other personal theft,,75+,,Female
31.16803939,24.7518569,97,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Other personal theft,,16-24,,Male
27.41555091,6.179727347,1121,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Other personal theft,,16-24,,Male
18.09862834,7.47541879,873,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Other personal theft,,16+,,Male
14.64964522,1.310114098,15451,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Other personal theft,,16+,,Male
41.19613435,23.24903461,158,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Other personal theft,,25-34,,Male
17.90851882,3.054793955,2085,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Other personal theft,,25-34,,Male
6.966233395,6.904090859,174,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Other personal theft,,35-44,,Male
10.61488369,2.254830342,2499,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Other personal theft,,35-44,,Male
7.559027742,7.534160141,173,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Other personal theft,,45-54,,Male
13.88393176,3.087956764,2741,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Other personal theft,,45-54,,Male
0.0,0.0,138,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Other personal theft,,55-64,,Male
14.47520704,3.228425576,2559,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Other personal theft,,55-64,,Male
0.0,0.0,87,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Other personal theft,,65-74,,Male
9.073822067,2.430152835,2607,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Other personal theft,,65-74,,Male
0.0,0.0,46,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Other personal theft,,75+,,Male
5.953775624,2.17618447,1839,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Other personal theft,,75+,,Male
9.927876327,6.08145986,210,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Robbery,,16-24,,All adults
5.9128997210000005,1.576164203,2362,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Robbery,,16-24,,All adults
3.338885705,1.3723828880000002,1842,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Robbery,,16+,,All adults
2.769096353,0.477659899,33325,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Robbery,,16+,,All adults
2.522577969,1.911096534,405,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Robbery,,25-34,,All adults
1.861926387,0.6422317679999999,4855,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Robbery,,25-34,,All adults
1.051525579,1.052882232,347,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Robbery,,35-44,,All adults
2.7382031710000003,0.972956987,5429,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Robbery,,35-44,,All adults
3.51388067,2.502703146,336,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Robbery,,45-54,,All adults
5.102811458,2.010381975,5819,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Robbery,,45-54,,All adults
0.0,0.0,254,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Robbery,,55-64,,All adults
1.235224929,0.582711742,5361,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Robbery,,55-64,,All adults
0.0,0.0,186,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Robbery,,65-74,,All adults
1.002706583,0.493885106,5377,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Robbery,,65-74,,All adults
0.0,0.0,104,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Robbery,,75+,,All adults
0.582562392,0.303631609,4122,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Robbery,,75+,,All adults
0.0,0.0,113,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Robbery,,16-24,,Female
5.15991856,2.038607955,1241,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Robbery,,16-24,,Female
1.497818663,1.065556599,969,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Robbery,,16+,,Female
1.776158338,0.406308298,17874,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Robbery,,16+,,Female
3.443491669,3.441872084,247,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Robbery,,25-34,,Female
1.165929009,0.52257609,2770,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Robbery,,25-34,,Female
0.0,0.0,173,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Robbery,,35-44,,Female
2.433894843,1.475906024,2930,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Robbery,,35-44,,Female
4.17243215,4.174327676,163,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Robbery,,45-54,,Female
1.72811615,1.002576165,3078,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Robbery,,45-54,,Female
0.0,0.0,116,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Robbery,,55-64,,Female
0.812873194,0.4719390000000001,2802,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Robbery,,55-64,,Female
0.0,0.0,99,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Robbery,,65-74,,Female
0.6421924689999999,0.37981504,2770,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Robbery,,65-74,,Female
0.0,0.0,58,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Robbery,,75+,,Female
0.56884303,0.410090931,2283,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Robbery,,75+,,Female
18.36391844,11.26317388,97,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Robbery,,16-24,,Male
6.642433519,2.386151442,1121,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Robbery,,16-24,,Male
5.053098316,2.4533083330000003,873,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Robbery,,16+,,Male
3.811924314,0.859437558,15451,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Robbery,,16+,,Male
1.5789766159999998,1.5835785130000002,158,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Robbery,,25-34,,Male
2.560556378,1.176026389,2085,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Robbery,,25-34,,Male
1.929420198,1.934003444,174,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Robbery,,35-44,,Male
3.050885676,1.259839512,2499,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Robbery,,35-44,,Male
2.948421335,2.9553018160000004,173,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Robbery,,45-54,,Male
8.615121047,3.960224351,2741,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Robbery,,45-54,,Male
0.0,0.0,138,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Robbery,,55-64,,Male
1.67717775,1.085474882,2559,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Robbery,,55-64,,Male
0.0,0.0,87,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Robbery,,65-74,,Male
1.387671909,0.936268732,2607,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Robbery,,65-74,,Male
0.0,0.0,46,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Robbery,,75+,,Male
0.600488006,0.449908439,1839,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Robbery,,75+,,Male
0.0,0.0,210,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Snatch theft,,16-24,,All adults
1.255249413,0.661534828,2362,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Snatch theft,,16-24,,All adults
0.293767032,0.293933591,1842,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Snatch theft,,16+,,All adults
0.906894069,0.223273665,33325,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Snatch theft,,16+,,All adults
0.0,0.0,405,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Snatch theft,,25-34,,All adults
1.57178858,0.605209353,4855,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Snatch theft,,25-34,,All adults
1.6268467430000002,1.6279847580000002,347,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Snatch theft,,35-44,,All adults
1.681441055,0.999862696,5429,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Snatch theft,,35-44,,All adults
0.0,0.0,336,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Snatch theft,,45-54,,All adults
0.568417614,0.371730456,5819,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Snatch theft,,45-54,,All adults
0.0,0.0,254,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Snatch theft,,55-64,,All adults
0.6743817440000001,0.35180872700000004,5361,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Snatch theft,,55-64,,All adults
0.0,0.0,186,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Snatch theft,,65-74,,All adults
0.0,0.0,5377,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Snatch theft,,65-74,,All adults
0.0,0.0,104,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Snatch theft,,75+,,All adults
0.194671428,0.194678769,4122,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Snatch theft,,75+,,All adults
0.0,0.0,113,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Snatch theft,,16-24,,Female
1.135237991,0.89915809,1241,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Snatch theft,,16-24,,Female
0.609273286,0.6096942320000001,969,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Snatch theft,,16+,,Female
1.1601706,0.375438912,17874,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Snatch theft,,16+,,Female
