V4_1,Standard Error,Unweighted Count,Time_codelist,Time,Geography_codelist,Geography,Number of hours out of home on an average weekday_codelist,Number of hours out of home on an average weekday,Measurement Type_codelist,Measurement Type,Crime Type_codelist,Crime Type,Age_codelist,Age,Sex_codelist,Sex
2.422318278,1.880821908,1005,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,Stranger violence,,55-64,,Female
1.298590998,0.902424528,931,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,Stranger violence,,55-64,,Female
2.274115858,1.368508804,1118,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,Stranger violence,,65-74,,Female
0,0,184,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,Stranger violence,,65-74,,Female
0.51960952,0.51971455,1559,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,Stranger violence,,65-74,,Female
0,0,591,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,Stranger violence,,75+,,Female
0,0,40,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,Stranger violence,,75+,,Female
0.380878795,0.381052859,1715,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,Stranger violence,,75+,,Female
79.0415777,26.95910463,337,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,Stranger violence,,16-24,,Male
45.41676361,12.27093585,784,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,Stranger violence,,16-24,,Male
15.05364269,15.03629745,103,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,Stranger violence,,16-24,,Male
22.09932278,5.568665641,3529,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,Stranger violence,,16+,,Male
22.40610441,2.723964159,8527,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,Stranger violence,,16+,,Male
8.05236249,2.176165073,4326,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,Stranger violence,,16+,,Male
16.72073104,9.837387731,286,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,Stranger violence,,25-34,,Male
26.08754661,5.721445376,1816,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,Stranger violence,,25-34,,Male
6.35537009,6.348214336,156,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,Stranger violence,,25-34,,Male
3.449793344,2.443845093,333,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,Stranger violence,,35-44,,Male
14.00147472,3.020542202,2038,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,Stranger violence,,35-44,,Male
45.54878309,21.18831565,307,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,Stranger violence,,35-44,,Male
18.68107135,9.078126096,429,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,Stranger violence,,45-54,,Male
20.0910234,5.00480172,2104,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,Stranger violence,,45-54,,Male
19.00987859,7.418495395,387,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,Stranger violence,,45-54,,Male
1.163701027,1.163590329,625,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,Stranger violence,,55-64,,Male
12.13001045,5.371951968,1402,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,Stranger violence,,55-64,,Male
1.11087996,1.11119713,685,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,Stranger violence,,55-64,,Male
9.180985945,5.838268483,1003,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,Stranger violence,,65-74,,Male
0,0,329,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,Stranger violence,,65-74,,Male
2.680541589,1.330985184,1361,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,Stranger violence,,65-74,,Male
3.071418263,2.185881652,516,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,Stranger violence,,75+,,Male
0,0,54,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,Stranger violence,,75+,,Male
0.996495761,0.705893699,1327,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,Stranger violence,,75+,,Male
17.34604469,5.19793026,752,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,Theft from the person,,16-24,,All adults
18.69553862,4.027148221,1554,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,Theft from the person,,16-24,,All adults
23.60966711,11.66330649,280,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,Theft from the person,,16-24,,All adults
8.61622728,1.281583291,9317,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,Theft from the person,,16+,,All adults
8.113191548,0.98132662,15372,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,Theft from the person,,16+,,All adults
7.115005487,1.060387877,10594,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,Theft from the person,,16+,,All adults
12.69051015,4.210776354,1099,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,Theft from the person,,25-34,,All adults
7.205481421,1.556596372,3398,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,Theft from the person,,25-34,,All adults
16.75875732,4.962315278,798,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,Theft from the person,,25-34,,All adults
10.25402262,4.815151709,1285,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,Theft from the person,,35-44,,All adults
6.4536321,2.190618955,3547,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,Theft from the person,,35-44,,All adults
14.47911127,5.175934108,965,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,Theft from the person,,35-44,,All adults
5.02941931,1.684228133,1341,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,Theft from the person,,45-54,,All adults
5.117013517,1.356971102,3859,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,Theft from the person,,45-54,,All adults
9.278023381,3.671213492,973,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,Theft from the person,,45-54,,All adults
4.902638563,1.901019712,1612,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,Theft from the person,,55-64,,All adults
4.365026066,1.763696391,2407,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,Theft from the person,,55-64,,All adults
3.804379538,1.578992159,1616,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,Theft from the person,,55-64,,All adults
5.986087514,1.868761942,2121,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,Theft from the person,,65-74,,All adults
7.390419274,4.256272238,513,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,Theft from the person,,65-74,,All adults
2.878998162,0.974706208,2920,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,Theft from the person,,65-74,,All adults
3.323523681,1.505166247,1107,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,Theft from the person,,75+,,All adults
0,0,94,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,Theft from the person,,75+,,All adults
3.054920863,1.067424392,3042,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,Theft from the person,,75+,,All adults
24.98580381,9.19420967,415,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,Theft from the person,,16-24,,Female
21.08280716,6.38307898,770,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,Theft from the person,,16-24,,Female
20.01117582,9.2614146,177,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,Theft from the person,,16-24,,Female
11.28023937,1.896005207,5788,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,Theft from the person,,16+,,Female
9.02463727,1.631544812,6845,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,Theft from the person,,16+,,Female
8.08483797,1.355986621,6268,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,Theft from the person,,16+,,Female
14.2286311,4.828756007,813,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,Theft from the person,,25-34,,Female
7.398325839,2.100030985,1582,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,Theft from the person,,25-34,,Female
15.64671751,5.582690131,642,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,Theft from the person,,25-34,,Female
13.40920788,6.654512573,952,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,Theft from the person,,35-44,,Female
11.37231133,4.478291671,1509,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,Theft from the person,,35-44,,Female
17.83495327,7.288745392,658,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,Theft from the person,,35-44,,Female
6.633851252,2.358523637,912,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,Theft from the person,,45-54,,Female
2.302925841,1.000529929,1755,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,Theft from the person,,45-54,,Female
9.619968915,4.690245922,586,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,Theft from the person,,45-54,,Female
5.817357817,2.633684938,987,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,Theft from the person,,55-64,,Female
4.416547046,2.702972154,1005,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,Theft from the person,,55-64,,Female
2.841965167,1.574353615,931,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,Theft from the person,,55-64,,Female
9.220282178,2.9839369,1118,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,Theft from the person,,65-74,,Female
0,0,184,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,Theft from the person,,65-74,,Female
3.051643069,1.177652102,1559,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,Theft from the person,,65-74,,Female
4.830607117,2.45351763,591,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,Theft from the person,,75+,,Female
0,0,40,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,Theft from the person,,75+,,Female
5.316203425,1.85721329,1715,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,Theft from the person,,75+,,Female
9.460445425,4.696185519,337,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,Theft from the person,,16-24,,Male
16.56897695,5.073810333,784,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,Theft from the person,,16-24,,Male
27.94892813,23.19825616,103,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,Theft from the person,,16-24,,Male
4.546665937,1.458847671,3529,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,Theft from the person,,16+,,Male
7.466004927,1.217131957,8527,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,Theft from the person,,16+,,Male
5.705333039,1.706545632,4326,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,Theft from the person,,16+,,Male
9.817898506,8.042467808,286,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,Theft from the person,,25-34,,Male
7.073750845,2.194094285,1816,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,Theft from the person,,25-34,,Male
19.94004188,10.7299342,156,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,Theft from the person,,25-34,,Male
2.161843608,1.569298498,333,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,Theft from the person,,35-44,,Male
3.329367024,2.166634707,2038,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,Theft from the person,,35-44,,Male
8.01532837,5.627114119,307,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,Theft from the person,,35-44,,Male
1.63435889,1.634146547,429,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,Theft from the person,,45-54,,Male
7.217222607,2.260642986,2104,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,Theft from the person,,45-54,,Male
8.763629064,5.902524979,387,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,Theft from the person,,45-54,,Male
3.449572152,2.593665446,625,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,Theft from the person,,55-64,,Male
4.332328281,2.316065784,1402,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,Theft from the person,,55-64,,Male
5.184771887,3.10396192,685,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,Theft from the person,,55-64,,Male
2.396640482,2.124548254,1003,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,Theft from the person,,65-74,,Male
11.65403561,6.697667867,329,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,Theft from the person,,65-74,,Male
2.678335422,1.600802177,1361,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,Theft from the person,,65-74,,Male
1.476712256,1.476311302,516,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,Theft from the person,,75+,,Male
0,0,54,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,Theft from the person,,75+,,Male
0,0,1327,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,Theft from the person,,75+,,Male
49.10914941,9.482055938,752,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,All personal theft,,16-24,,All adults
46.00520944,6.738389127,1554,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,All personal theft,,16-24,,All adults
34.25760007,13.50064995,280,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,All personal theft,,16-24,,All adults
21.7854441,2.084145781,9317,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,All personal theft,,16+,,All adults
25.90162805,1.755120848,15372,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,All personal theft,,16+,,All adults
14.6340128,1.558613093,10594,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,All personal theft,,16+,,All adults
29.31557629,6.962169401,1099,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,All personal theft,,25-34,,All adults
24.54564747,2.797184299,3398,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,All personal theft,,25-34,,All adults
34.35046216,7.942994834,798,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,All personal theft,,25-34,,All adults
20.80953106,5.749398875,1285,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,All personal theft,,35-44,,All adults
23.0035629,3.339947891,3547,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,All personal theft,,35-44,,All adults
24.70815328,6.418744477,965,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,All personal theft,,35-44,,All adults
11.8158696,2.934541607,1341,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,All personal theft,,45-54,,All adults
20.10086626,2.874194226,3859,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,All personal theft,,45-54,,All adults
16.53429677,5.769586378,973,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,All personal theft,,45-54,,All adults
13.11926597,3.137352169,1612,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,All personal theft,,55-64,,All adults
17.50728655,3.654299225,2407,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,All personal theft,,55-64,,All adults
12.59535275,3.08762055,1616,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,All personal theft,,55-64,,All adults
14.95450211,2.852752077,2121,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,All personal theft,,65-74,,All adults
26.17758205,10.00316321,513,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,All personal theft,,65-74,,All adults
6.471465989,1.608239345,2920,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,All personal theft,,65-74,,All adults
11.52858367,3.25345306,1107,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,All personal theft,,75+,,All adults
14.17082548,14.07376449,94,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,All personal theft,,75+,,All adults
8.549881663,1.937124193,3042,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,All personal theft,,75+,,All adults
50.37160805,13.29826808,415,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,All personal theft,,16-24,,Female
51.19974533,10.14580252,770,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,All personal theft,,16-24,,Female
29.25543692,12.47845783,177,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,All personal theft,,16-24,,Female
21.96977509,2.596986238,5788,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,All personal theft,,16+,,Female
27.48801447,2.741947508,6845,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,All personal theft,,16+,,Female
16.25973822,2.018443311,6268,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,All personal theft,,16+,,Female
23.79574948,6.234243052,813,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,All personal theft,,25-34,,Female
25.45462505,4.119484072,1582,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,All personal theft,,25-34,,Female
29.44912309,8.86535193,642,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,All personal theft,,25-34,,Female
28.08036734,7.939179789,952,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,All personal theft,,35-44,,Female
33.77239006,6.597488503,1509,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,All personal theft,,35-44,,Female
28.96794275,8.411927478,658,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,All personal theft,,35-44,,Female
14.80495516,4.117136399,912,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,All personal theft,,45-54,,Female
16.14951653,3.200672253,1755,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,All personal theft,,45-54,,Female
14.75655798,8.012392249,586,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,All personal theft,,45-54,,Female
10.07571993,3.772189043,987,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,All personal theft,,55-64,,Female
11.31381253,3.881851323,1005,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,All personal theft,,55-64,,Female
14.28837593,4.43516028,931,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,All personal theft,,55-64,,Female
15.62660692,3.908699046,1118,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,All personal theft,,65-74,,Female
3.769049209,3.768605222,184,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,All personal theft,,65-74,,Female
7.57068619,2.152401833,1559,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,All personal theft,,65-74,,Female
12.49082163,4.574019038,591,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,All personal theft,,75+,,Female
0,0,40,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,All personal theft,,75+,,Female
11.98865953,2.908313152,1715,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,All personal theft,,75+,,Female
47.80606607,13.70367003,337,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,All personal theft,,16-24,,Male
41.37795418,9.189757986,784,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,All personal theft,,16-24,,Male
40.28948671,25.64157712,103,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,All personal theft,,16-24,,Male
21.50385895,3.506458972,3529,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,All personal theft,,16+,,Male
24.77518899,2.240407964,8527,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,All personal theft,,16+,,Male
12.27098581,2.422608134,4326,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,All personal theft,,16+,,Male
39.62446571,16.14784874,286,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,All personal theft,,25-34,,Male
23.9247317,3.791755745,1816,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,All personal theft,,25-34,,Male
48.37204134,17.66911537,156,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,All personal theft,,25-34,,Male
2.161843608,1.569298498,333,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,All personal theft,,35-44,,Male
16.16337899,3.514686841,2038,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,All personal theft,,35-44,,Male
16.5032514,9.431685874,307,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,All personal theft,,35-44,,Male
5.490810975,2.780770556,429,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,All personal theft,,45-54,,Male
23.04983644,4.451673343,2104,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,All personal theft,,45-54,,Male
19.2085786,7.985330109,387,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,All personal theft,,45-54,,Male
17.9540549,5.476282699,625,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,All personal theft,,55-64,,Male
21.43797421,5.45909421,1402,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,All personal theft,,55-64,,Male
10.16704711,4.029675212,685,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,All personal theft,,55-64,,Male
14.20857155,4.169368441,1003,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,All personal theft,,65-74,,Male
39.10531769,15.54966547,329,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,All personal theft,,65-74,,Male
5.193857855,2.412172022,1361,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,All personal theft,,65-74,,Male
10.34943724,4.601001419,516,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,All personal theft,,75+,,Male
25.83666782,25.49566437,54,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,All personal theft,,75+,,Male
3.904202066,2.314787149,1327,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,All personal theft,,75+,,Male
115.1095873,17.97888101,752,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,All personal crime,,16-24,,All adults
110.4933583,12.47160204,1554,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,All personal crime,,16-24,,All adults
141.8785369,45.443257,280,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,All personal crime,,16-24,,All adults
47.13819426,3.720393429,9317,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,All personal crime,,16+,,All adults
63.78147481,3.393506285,15372,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,All personal crime,,16+,,All adults
33.74242024,3.197111989,10594,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,All personal crime,,16+,,All adults
63.85837409,11.58009685,1099,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,All personal crime,,25-34,,All adults
59.74483593,5.916491934,3398,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,All personal crime,,25-34,,All adults
62.84301942,11.07941571,798,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,All personal crime,,25-34,,All adults
42.5788314,7.623954649,1285,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,All personal crime,,35-44,,All adults
50.88754904,5.447536448,3547,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,All personal crime,,35-44,,All adults
58.57832628,11.67106099,965,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,All personal crime,,35-44,,All adults
39.78716198,7.20223334,1341,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,All personal crime,,45-54,,All adults
63.16777995,7.59276068,3859,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,All personal crime,,45-54,,All adults
58.21893982,11.73267205,973,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,All personal crime,,45-54,,All adults
21.54693027,4.401424809,1612,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,All personal crime,,55-64,,All adults
39.29735863,6.319665455,2407,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,All personal crime,,55-64,,All adults
24.36454905,5.215905441,1616,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,All personal crime,,55-64,,All adults
26.12238673,4.476457852,2121,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,All personal crime,,65-74,,All adults
31.85736318,10.61851691,513,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,All personal crime,,65-74,,All adults
12.49615517,2.493813662,2920,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,All personal crime,,65-74,,All adults
14.55144855,3.54040608,1107,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,All personal crime,,75+,,All adults
14.17082548,14.07376449,94,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,All personal crime,,75+,,All adults
10.64562686,2.085537409,3042,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,All personal crime,,75+,,All adults
67.8488764,14.16668057,415,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,All personal crime,,16-24,,Female
90.96871599,13.50008674,770,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,All personal crime,,16-24,,Female
145.259024,59.86388115,177,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,All personal crime,,16-24,,Female
37.85572939,3.434450963,5788,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,All personal crime,,16+,,Female
58.12398904,4.643824867,6845,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,All personal crime,,16+,,Female
34.34077187,3.995786378,6268,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,All personal crime,,16+,,Female
61.67620124,12.81497979,813,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,All personal crime,,25-34,,Female
49.70697527,6.494467324,1582,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,All personal crime,,25-34,,Female
59.95756064,12.47857881,642,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,All personal crime,,25-34,,Female
49.07642232,9.965536808,952,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,All personal crime,,35-44,,Female
