V4_1,Standard Error,Time_codelist,Time,Geography_codelist,Geography,Tenure_codelist,Tenure,Measurement Type_codelist,Measurement Type,Crime Type_codelist,Crime Type,Age_codelist,Age,Sex_codelist,Sex
1.319376744,1.318929792,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Common assault,,75+,,All adults
5.032776208,4.087068359,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Common assault,,16-24,,Female
15.54077188,5.003383818,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Common assault,,16-24,,Female
27.09104654,7.457608486,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Common assault,,16-24,,Female
55.26941974,22.33094326,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Common assault,,16-24,,Female
12.22144476,1.760520472,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Common assault,,16+,,Female
12.83722547,2.342121629,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Common assault,,16+,,Female
19.28125668,2.42646433,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Common assault,,16+,,Female
27.13188066,4.578344233,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Common assault,,16+,,Female
17.06130725,6.061881538,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Common assault,,25-34,,Female
9.133344855,3.590731202,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Common assault,,25-34,,Female
22.53744048,4.807369716,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Common assault,,25-34,,Female
52.79856106,13.27749957,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Common assault,,25-34,,Female
15.19474674,4.09267359,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Common assault,,35-44,,Female
14.49856007,5.324782818,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Common assault,,35-44,,Female
21.22974608,5.092281923,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Common assault,,35-44,,Female
29.80459864,9.395883083,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Common assault,,35-44,,Female
23.87340578,6.396407583,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Common assault,,45-54,,Female
24.61205053,10.74095004,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Common assault,,45-54,,Female
16.06266091,5.364289197,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Common assault,,45-54,,Female
11.04118181,5.736127825,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Common assault,,45-54,,Female
10.95749966,3.269217004,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Common assault,,55-64,,Female
7.255381429,7.2208835,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Common assault,,55-64,,Female
16.00425532,6.122235537,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Common assault,,55-64,,Female
21.6605631,8.931343028,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Common assault,,55-64,,Female
4.807646111,2.013524643,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Common assault,,65-74,,Female
4.73480824,4.745775262,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Common assault,,65-74,,Female
2.761669868,1.961213375,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Common assault,,65-74,,Female
2.048291674,2.04699754,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Common assault,,65-74,,Female
1.231438168,0.727240874,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Common assault,,75+,,Female
0,0,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Common assault,,75+,,Female
0,0,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Common assault,,75+,,Female
0,0,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Common assault,,75+,,Female
43.72135375,12.28003263,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Common assault,,16-24,,Male
78.88744758,19.75256393,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Common assault,,16-24,,Male
76.78030107,16.58964653,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Common assault,,16-24,,Male
70.60951503,30.41322549,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Common assault,,16-24,,Male
19.84585673,2.176856269,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Common assault,,16+,,Male
42.62121064,6.787992951,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Common assault,,16+,,Male
37.2593381,4.962262247,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Common assault,,16+,,Male
28.08649351,6.857832101,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Common assault,,16+,,Male
28.75953953,7.259875845,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Common assault,,25-34,,Male
27.07943877,6.737486942,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Common assault,,25-34,,Male
29.11187939,7.211298405,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Common assault,,25-34,,Male
35.75493003,21.48360006,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Common assault,,25-34,,Male
17.15829874,4.409070706,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Common assault,,35-44,,Male
36.91473018,12.87730044,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Common assault,,35-44,,Male
33.54625135,9.678115329,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Common assault,,35-44,,Male
27.0329147,13.97073461,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Common assault,,35-44,,Male
34.57851546,6.897913226,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Common assault,,45-54,,Male
23.10429053,9.431402372,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Common assault,,45-54,,Male
21.01509129,5.79313573,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Common assault,,45-54,,Male
18.83409174,6.616546966,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Common assault,,45-54,,Male
10.36874371,3.696597305,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Common assault,,55-64,,Male
33.24176749,27.96495079,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Common assault,,55-64,,Male
19.72511004,12.26921211,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Common assault,,55-64,,Male
9.931485297,5.941478853,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Common assault,,55-64,,Male
9.030056589,3.168171425,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Common assault,,65-74,,Male
6.940245153,5.217173133,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Common assault,,65-74,,Male
8.103730814,4.231779053,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Common assault,,65-74,,Male
8.607622799,5.624670856,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Common assault,,65-74,,Male
2.299576233,1.233487401,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Common assault,,75+,,Male
0,0,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Common assault,,75+,,Male
2.517642569,2.515715966,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Common assault,,75+,,Male
3.371451595,3.367735925,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Common assault,,75+,,Male
14.6404408,4.285284553,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Common assault with no injury,,16-24,,All adults
30.18412547,8.783479436,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Common assault with no injury,,16-24,,All adults
32.52813111,7.341076407,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Common assault with no injury,,16-24,,All adults
38.78986503,13.21669437,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Common assault with no injury,,16-24,,All adults
11.73153543,1.175515301,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Common assault with no injury,,16+,,All adults
18.64084677,3.159482369,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Common assault with no injury,,16+,,All adults
18.31687661,2.252813374,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Common assault with no injury,,16+,,All adults
17.85140373,3.108044189,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Common assault with no injury,,16+,,All adults
18.03856071,4.111610324,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Common assault with no injury,,25-34,,All adults
12.11508398,2.949184253,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Common assault with no injury,,25-34,,All adults
16.96595919,3.533083488,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Common assault with no injury,,25-34,,All adults
30.06293625,10.35213533,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Common assault with no injury,,25-34,,All adults
11.19010206,2.45207189,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Common assault with no injury,,35-44,,All adults
22.11142189,7.13175154,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Common assault with no injury,,35-44,,All adults
20.29304151,5.064420252,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Common assault with no injury,,35-44,,All adults
17.44660759,6.768405694,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Common assault with no injury,,35-44,,All adults
21.35859486,3.983864822,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Common assault with no injury,,45-54,,All adults
10.8777058,3.791865226,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Common assault with no injury,,45-54,,All adults
10.53407419,2.74676825,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Common assault with no injury,,45-54,,All adults
10.26532221,3.889175408,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Common assault with no injury,,45-54,,All adults
8.138162814,2.28557481,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Common assault with no injury,,55-64,,All adults
16.36901101,13.7938207,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Common assault with no injury,,55-64,,All adults
13.32905471,6.149734508,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Common assault with no injury,,55-64,,All adults
11.25358813,4.426262334,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Common assault with no injury,,55-64,,All adults
5.988738855,1.758332563,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Common assault with no injury,,65-74,,All adults
0,0,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Common assault with no injury,,65-74,,All adults
2.411761208,1.800298692,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Common assault with no injury,,65-74,,All adults
3.36354531,2.515089811,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Common assault with no injury,,65-74,,All adults
1.704631926,0.680455376,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Common assault with no injury,,75+,,All adults
0,0,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Common assault with no injury,,75+,,All adults
1.002619208,1.002434331,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Common assault with no injury,,75+,,All adults
1.319376744,1.318929792,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Common assault with no injury,,75+,,All adults
1.03301695,1.033718537,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Common assault with no injury,,16-24,,Female
6.374394604,3.242982036,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Common assault with no injury,,16-24,,Female
18.72122297,6.872388902,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Common assault with no injury,,16-24,,Female
48.84289085,22.00247039,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Common assault with no injury,,16-24,,Female
8.568670413,1.433824105,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Common assault with no injury,,16+,,Female
6.221092776,1.484306756,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Common assault with no injury,,16+,,Female
11.83561374,1.958086232,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Common assault with no injury,,16+,,Female
18.67566332,3.946144527,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Common assault with no injury,,16+,,Female
13.02104337,4.916280631,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Common assault with no injury,,25-34,,Female
6.377455589,2.577930364,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Common assault with no injury,,25-34,,Female
12.70458405,3.055329048,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Common assault with no injury,,25-34,,Female
26.98872545,8.021639488,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Common assault with no injury,,25-34,,Female
9.527831191,3.128710448,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Common assault with no injury,,35-44,,Female
8.901712769,4.186861614,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Common assault with no injury,,35-44,,Female
12.49797499,3.591637555,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Common assault with no injury,,35-44,,Female
17.07925061,6.203615946,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Common assault with no injury,,35-44,,Female
17.32501672,5.373862713,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Common assault with no injury,,45-54,,Female
8.598084524,3.940982062,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Common assault with no injury,,45-54,,Female
8.625630684,3.641066664,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Common assault with no injury,,45-54,,Female
8.641809906,5.294370168,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Common assault with no injury,,45-54,,Female
7.196802739,2.870972626,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Common assault with no injury,,55-64,,Female
0,0,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Common assault with no injury,,55-64,,Female
10.63214117,4.827398295,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Common assault with no injury,,55-64,,Female
17.50601587,7.939151877,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Common assault with no injury,,55-64,,Female
4.192200774,1.955404744,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Common assault with no injury,,65-74,,Female
0,0,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Common assault with no injury,,65-74,,Female
1.504387857,1.503767041,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Common assault with no injury,,65-74,,Female
2.048291674,2.04699754,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Common assault with no injury,,65-74,,Female
1.231438168,0.727240874,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Common assault with no injury,,75+,,Female
0,0,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Common assault with no injury,,75+,,Female
0,0,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Common assault with no injury,,75+,,Female
0,0,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Common assault with no injury,,75+,,Female
27.11734694,8.140920797,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Common assault with no injury,,16-24,,Male
52.19028918,16.68337421,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Common assault with no injury,,16-24,,Male
45.9401069,12.89400407,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Common assault with no injury,,16-24,,Male
27.63642592,13.44982369,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Common assault with no injury,,16-24,,Male
15.06407018,1.832800567,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Common assault with no injury,,16+,,Male
29.73099488,5.809372724,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Common assault with no injury,,16+,,Male
24.96732531,4.097652836,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Common assault with no injury,,16+,,Male
16.81785879,4.936621696,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Common assault with no injury,,16+,,Male
23.26196736,6.671564256,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Common assault with no injury,,25-34,,Male
17.20949439,5.076898432,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Common assault with no injury,,25-34,,Male
21.146528,6.359412932,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Common assault with no injury,,25-34,,Male
34.01475818,21.42064123,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Common assault with no injury,,25-34,,Male
12.93341609,3.572467321,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Common assault with no injury,,35-44,,Male
33.10666853,12.60640487,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Common assault with no injury,,35-44,,Male
27.92673073,9.393243688,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Common assault with no injury,,35-44,,Male
17.91073227,13.15434217,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Common assault with no injury,,35-44,,Male
25.48633903,5.931338692,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Common assault with no injury,,45-54,,Male
12.6022232,5.954185199,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Common assault with no injury,,45-54,,Male
12.5268923,4.130277211,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Common assault with no injury,,45-54,,Male
12.44825133,5.706480978,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Common assault with no injury,,45-54,,Male
