V4_1,Standard Error,Time_codelist,Time,Geography_codelist,Geography,Structure of household_codelist,Structure of household,Measurement Type_codelist,Measurement Type,Crime Type_codelist,Crime Type,Age_codelist,Age,Sex_codelist,Sex
1.578657562,0.586071654,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Common assault with no injury,,75+,,All adults
6.919940034,5.220706302,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Common assault with no injury,,16-24,,Female
60.85836554,37.14859357,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Common assault with no injury,,16-24,,Female
12.09640583,5.966830916,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Common assault with no injury,,16-24,,Female
11.89684204,2.843045931,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Common assault with no injury,,16+,,Female
27.02688095,6.529115847,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Common assault with no injury,,16+,,Female
7.65551256,1.237112076,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Common assault with no injury,,16+,,Female
11.97720436,5.463504468,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Common assault with no injury,,25-34,,Female
31.95788629,10.47219555,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Common assault with no injury,,25-34,,Female
8.652986542,2.98400176,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Common assault with no injury,,25-34,,Female
7.376018035,2.482917779,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Common assault with no injury,,35-44,,Female
12.43192405,5.780166308,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Common assault with no injury,,35-44,,Female
17.08251537,5.980854991,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Common assault with no injury,,35-44,,Female
26.15212695,11.76149919,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Common assault with no injury,,45-54,,Female
20.59003113,10.9658795,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Common assault with no injury,,45-54,,Female
9.940337908,3.384370815,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Common assault with no injury,,45-54,,Female
8.907849624,8.886916899,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Common assault with no injury,,55-64,,Female
0,0,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Common assault with no injury,,55-64,,Female
7.938043854,2.5509546,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Common assault with no injury,,55-64,,Female
0,0,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Common assault with no injury,,65-74,,Female
-,-,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Common assault with no injury,,65-74,,Female
3.700582675,1.616955896,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Common assault with no injury,,65-74,,Female
0,0,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Common assault with no injury,,75+,,Female
-,-,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Common assault with no injury,,75+,,Female
0.977556801,0.57748184,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Common assault with no injury,,75+,,Female
22.15669255,9.679649691,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Common assault with no injury,,16-24,,Male
-,-,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Common assault with no injury,,16-24,,Male
44.30276027,11.14829308,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Common assault with no injury,,16-24,,Male
25.41723125,4.106171582,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Common assault with no injury,,16+,,Male
22.97776011,16.21250166,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Common assault with no injury,,16+,,Male
16.26997834,2.135472338,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Common assault with no injury,,16+,,Male
27.85850753,11.0563857,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Common assault with no injury,,25-34,,Male
32.39365554,31.83393481,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Common assault with no injury,,25-34,,Male
18.80910008,4.342049717,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Common assault with no injury,,25-34,,Male
19.18917599,5.456854386,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Common assault with no injury,,35-44,,Male
0,0,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Common assault with no injury,,35-44,,Male
18.56635485,7.051281722,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Common assault with no injury,,35-44,,Male
31.61891041,8.096419398,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Common assault with no injury,,45-54,,Male
0,0,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Common assault with no injury,,45-54,,Male
16.60187073,5.246962276,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Common assault with no injury,,45-54,,Male
49.58329666,32.90528028,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Common assault with no injury,,55-64,,Male
0,0,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Common assault with no injury,,55-64,,Male
7.208264476,2.952336538,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Common assault with no injury,,55-64,,Male
0,0,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Common assault with no injury,,65-74,,Male
-,-,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Common assault with no injury,,65-74,,Male
7.192468077,2.533446783,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Common assault with no injury,,65-74,,Male
0,0,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Common assault with no injury,,75+,,Male
2.368581909,1.123422937,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Common assault with no injury,,75+,,Male
3.110430376,2.205346919,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Domestic violence,,16-24,,All adults
15.27001664,9.010542512,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Domestic violence,,16-24,,All adults
12.48424648,4.500333217,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Domestic violence,,16-24,,All adults
5.667796883,1.602753624,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Domestic violence,,16+,,All adults
33.44316465,7.193211937,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Domestic violence,,16+,,All adults
4.098375216,0.747918473,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Domestic violence,,16+,,All adults
4.914637898,2.233559866,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Domestic violence,,25-34,,All adults
55.03299871,15.33674619,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Domestic violence,,25-34,,All adults
2.861463749,1.222606346,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Domestic violence,,25-34,,All adults
2.184724185,0.989148868,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Domestic violence,,35-44,,All adults
8.928900403,4.587923017,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Domestic violence,,35-44,,All adults
7.55372898,3.084633796,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Domestic violence,,35-44,,All adults
15.69614669,6.951966603,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Domestic violence,,45-54,,All adults
43.9253634,21.20880919,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Domestic violence,,45-54,,All adults
4.832389297,1.584930759,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Domestic violence,,45-54,,All adults
0,0,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Domestic violence,,55-64,,All adults
0,0,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Domestic violence,,55-64,,All adults
1.948150955,0.907241733,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Domestic violence,,55-64,,All adults
0,0,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Domestic violence,,65-74,,All adults
-,-,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Domestic violence,,65-74,,All adults
1.800356628,0.84173103,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Domestic violence,,65-74,,All adults
0,0,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Domestic violence,,75+,,All adults
-,-,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Domestic violence,,75+,,All adults
0,0,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Domestic violence,,75+,,All adults
3.167608936,3.16272955,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Domestic violence,,16-24,,Female
15.80342747,9.323546017,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Domestic violence,,16-24,,Female
18.31380104,8.691345182,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Domestic violence,,16-24,,Female
7.440363893,2.814858103,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Domestic violence,,16+,,Female
36.95826717,8.024802286,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Domestic violence,,16+,,Female
5.748508908,1.338401633,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Domestic violence,,16+,,Female
7.499152504,3.740776465,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Domestic violence,,25-34,,Female
59.78353705,16.6388323,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Domestic violence,,25-34,,Female
3.510609677,2.601571921,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Domestic violence,,25-34,,Female
2.669579726,1.556677035,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Domestic violence,,35-44,,Female
8.791293154,5.020207261,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Domestic violence,,35-44,,Female
10.69617647,5.754567081,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Domestic violence,,35-44,,Female
22.11981439,14.09184066,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Domestic violence,,45-54,,Female
52.00826152,25.07638034,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Domestic violence,,45-54,,Female
6.668040276,2.735738578,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Domestic violence,,45-54,,Female
0,0,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Domestic violence,,55-64,,Female
0,0,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Domestic violence,,55-64,,Female
3.526863974,1.738240583,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Domestic violence,,55-64,,Female
0,0,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Domestic violence,,65-74,,Female
-,-,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Domestic violence,,65-74,,Female
3.051672807,1.564624779,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Domestic violence,,65-74,,Female
0,0,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Domestic violence,,75+,,Female
-,-,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Domestic violence,,75+,,Female
0,0,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Domestic violence,,75+,,Female
3.044882581,3.041688219,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Domestic violence,,16-24,,Male
-,-,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Domestic violence,,16-24,,Male
7.556523662,3.860608078,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Domestic violence,,16-24,,Male
3.82252996,1.487869636,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Domestic violence,,16+,,Male
3.423553399,3.423377407,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Domestic violence,,16+,,Male
2.474793293,0.677024619,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Domestic violence,,16+,,Male
1.448518173,1.446418329,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Domestic violence,,25-34,,Male
0,0,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Domestic violence,,25-34,,Male
2.420640334,1.041504809,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Domestic violence,,25-34,,Male
1.671589495,1.195907265,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Domestic violence,,35-44,,Male
9.989148803,9.973205524,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Domestic violence,,35-44,,Male
5.223059492,3.264656366,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Domestic violence,,35-44,,Male
10.64954041,5.629409599,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Domestic violence,,45-54,,Male
0,0,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Domestic violence,,45-54,,Male
2.797396026,1.207040973,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Domestic violence,,45-54,,Male
0,0,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Domestic violence,,55-64,,Male
0,0,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Domestic violence,,55-64,,Male
0.258326743,0.258244376,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Domestic violence,,55-64,,Male
0,0,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Domestic violence,,65-74,,Male
-,-,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Domestic violence,,65-74,,Male
0.441768111,0.442018323,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Domestic violence,,65-74,,Male
0,0,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Domestic violence,,75+,,Male
0,0,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Domestic violence,,75+,,Male
11.97950025,4.368998497,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Mugging,,16-24,,All adults
9.866112181,7.036340882,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Mugging,,16-24,,All adults
5.591677674,1.611913771,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Mugging,,16-24,,All adults
6.551593552,1.563625282,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Mugging,,16+,,All adults
6.058554343,1.90840704,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Mugging,,16+,,All adults
2.477912508,0.36582186,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Mugging,,16+,,All adults
3.018613644,1.424616058,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Mugging,,25-34,,All adults
7.931448031,3.503281778,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Mugging,,25-34,,All adults
3.029052628,1.034860269,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Mugging,,25-34,,All adults
3.968994038,1.881823207,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Mugging,,35-44,,All adults
4.167780638,2.949211498,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Mugging,,35-44,,All adults
4.866545104,1.78284512,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Mugging,,35-44,,All adults
13.35847205,5.936493325,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Mugging,,45-54,,All adults
3.500753922,3.49461804,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Mugging,,45-54,,All adults
1.936769582,0.834708242,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Mugging,,45-54,,All adults
0,0,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Mugging,,55-64,,All adults
0,0,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Mugging,,55-64,,All adults
1.942372897,0.778353039,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Mugging,,55-64,,All adults
0,0,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Mugging,,65-74,,All adults
-,-,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Mugging,,65-74,,All adults
0.984425129,0.484878339,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Mugging,,65-74,,All adults
0,0,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Mugging,,75+,,All adults
-,-,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Mugging,,75+,,All adults
0.761586566,0.353483581,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Mugging,,75+,,All adults
7.061615802,4.3105933,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Mugging,,16-24,,Female
10.21075431,7.280216844,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Mugging,,16-24,,Female
4.946440462,2.38556462,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Mugging,,16-24,,Female
4.672721037,1.5865585,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Mugging,,16+,,Female
6.767971911,2.13025014,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Mugging,,16+,,Female
1.916084096,0.436642338,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Mugging,,16+,,Female
2.516054737,1.468498049,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Mugging,,25-34,,Female
8.61610358,3.803591682,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Mugging,,25-34,,Female
2.142658205,1.488649474,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Mugging,,25-34,,Female
6.338609473,3.523773629,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Mugging,,35-44,,Female
4.708707489,3.331295066,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Mugging,,35-44,,Female
3.874607327,2.353683228,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Mugging,,35-44,,Female
3.594862778,2.92615849,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Mugging,,45-54,,Female
4.144942953,4.135900613,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Mugging,,45-54,,Female
1.639348256,0.90310954,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Mugging,,45-54,,Female
0,0,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Mugging,,55-64,,Female
0,0,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Mugging,,55-64,,Female
1.443663011,0.659925931,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Mugging,,55-64,,Female
0,0,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Mugging,,65-74,,Female
-,-,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Mugging,,65-74,,Female
0.625455891,0.36990789,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Mugging,,65-74,,Female
0,0,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Mugging,,75+,,Female
-,-,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Mugging,,75+,,Female
0.891912247,0.522924466,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Mugging,,75+,,Female
