V4_2,Standard Error,Unweighted Count,Time_codelist,Time,Geography_codelist,Geography,Structure of household_codelist,Structure of household,Measurement Type_codelist,Measurement Type,Crime Type_codelist,Crime Type,Age_codelist,Age,Sex_codelist,Sex
17.39001792,9.276458741,331,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Common assault with no injury,,45-54,,All adults
13.09956631,3.059033509,4230,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Common assault with no injury,,45-54,,All adults
34.02528993,20.66381201,240,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Common assault with no injury,,55-64,,All adults
0,0,27,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Common assault with no injury,,55-64,,All adults
7.585558285,1.959828546,5397,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Common assault with no injury,,55-64,,All adults
0,0,55,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Common assault with no injury,,65-74,,All adults
-,-,-,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Common assault with no injury,,65-74,,All adults
5.374763616,1.483599567,5530,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Common assault with no injury,,65-74,,All adults
0,0,23,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Common assault with no injury,,75+,,All adults
-,-,-,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Common assault with no injury,,75+,,All adults
1.578657562,0.586071654,4230,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Common assault with no injury,,75+,,All adults
6.919940034,5.220706302,367,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Common assault with no injury,,16-24,,Female
60.85836554,37.14859357,143,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Common assault with no injury,,16-24,,Female
12.09640583,5.966830916,853,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Common assault with no injury,,16-24,,Female
11.89684204,2.843045931,4111,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Common assault with no injury,,16+,,Female
27.02688095,6.529115847,1609,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Common assault with no injury,,16+,,Female
7.65551256,1.237112076,13263,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Common assault with no injury,,16+,,Female
11.97720436,5.463504468,1173,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Common assault with no injury,,25-34,,Female
31.95788629,10.47219555,637,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Common assault with no injury,,25-34,,Female
8.652986542,2.98400176,1234,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Common assault with no injury,,25-34,,Female
7.376018035,2.482917779,1705,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Common assault with no injury,,35-44,,Female
12.43192405,5.780166308,525,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Common assault with no injury,,35-44,,Female
17.08251537,5.980854991,898,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Common assault with no injury,,35-44,,Female
26.15212695,11.76149919,745,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Common assault with no injury,,45-54,,Female
20.59003113,10.9658795,283,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Common assault with no injury,,45-54,,Female
9.940337908,3.384370815,2236,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Common assault with no injury,,45-54,,Female
8.907849624,8.886916899,91,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Common assault with no injury,,55-64,,Female
0,0,16,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Common assault with no injury,,55-64,,Female
7.938043854,2.5509546,2837,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Common assault with no injury,,55-64,,Female
0,0,20,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Common assault with no injury,,65-74,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Common assault with no injury,,65-74,,Female
3.700582675,1.616955896,2861,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Common assault with no injury,,65-74,,Female
0,0,10,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Common assault with no injury,,75+,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Common assault with no injury,,75+,,Female
0.977556801,0.57748184,2344,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Common assault with no injury,,75+,,Female
22.15669255,9.679649691,291,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Common assault with no injury,,16-24,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Common assault with no injury,,16-24,,Male
44.30276027,11.14829308,930,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Common assault with no injury,,16-24,,Male
25.41723125,4.106171582,3570,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Common assault with no injury,,16+,,Male
22.97776011,16.21250166,172,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Common assault with no injury,,16+,,Male
16.26997834,2.135472338,12695,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Common assault with no injury,,16+,,Male
27.85850753,11.0563857,734,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Common assault with no injury,,25-34,,Male
32.39365554,31.83393481,43,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Common assault with no injury,,25-34,,Male
18.80910008,4.342049717,1488,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Common assault with no injury,,25-34,,Male
19.18917599,5.456854386,1458,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Common assault with no injury,,35-44,,Male
0,0,62,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Common assault with no injury,,35-44,,Male
18.56635485,7.051281722,1168,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Common assault with no injury,,35-44,,Male
31.61891041,8.096419398,890,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Common assault with no injury,,45-54,,Male
0,0,48,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Common assault with no injury,,45-54,,Male
16.60187073,5.246962276,1994,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Common assault with no injury,,45-54,,Male
49.58329666,32.90528028,149,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Common assault with no injury,,55-64,,Male
0,0,11,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Common assault with no injury,,55-64,,Male
7.208264476,2.952336538,2560,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Common assault with no injury,,55-64,,Male
0,0,35,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Common assault with no injury,,65-74,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Common assault with no injury,,65-74,,Male
7.192468077,2.533446783,2669,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Common assault with no injury,,65-74,,Male
0,0,13,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Common assault with no injury,,75+,,Male
2.368581909,1.123422937,1886,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Common assault with no injury,,75+,,Male
3.110430376,2.205346919,658,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Domestic violence,,16-24,,All adults
15.27001664,9.010542512,147,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Domestic violence,,16-24,,All adults
12.48424648,4.500333217,1783,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Domestic violence,,16-24,,All adults
5.667796883,1.602753624,7681,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Domestic violence,,16+,,All adults
33.44316465,7.193211937,1781,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Domestic violence,,16+,,All adults
4.098375216,0.747918473,25958,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Domestic violence,,16+,,All adults
4.914637898,2.233559866,1907,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Domestic violence,,25-34,,All adults
55.03299871,15.33674619,680,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Domestic violence,,25-34,,All adults
2.861463749,1.222606346,2722,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Domestic violence,,25-34,,All adults
2.184724185,0.989148868,3163,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Domestic violence,,35-44,,All adults
8.928900403,4.587923017,587,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Domestic violence,,35-44,,All adults
7.55372898,3.084633796,2066,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Domestic violence,,35-44,,All adults
15.69614669,6.951966603,1635,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Domestic violence,,45-54,,All adults
43.9253634,21.20880919,331,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Domestic violence,,45-54,,All adults
4.832389297,1.584930759,4230,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Domestic violence,,45-54,,All adults
0,0,240,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Domestic violence,,55-64,,All adults
0,0,27,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Domestic violence,,55-64,,All adults
1.948150955,0.907241733,5397,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Domestic violence,,55-64,,All adults
0,0,55,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Domestic violence,,65-74,,All adults
-,-,-,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Domestic violence,,65-74,,All adults
1.800356628,0.84173103,5530,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Domestic violence,,65-74,,All adults
0,0,23,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Domestic violence,,75+,,All adults
-,-,-,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Domestic violence,,75+,,All adults
0,0,4230,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Domestic violence,,75+,,All adults
3.167608936,3.16272955,367,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Domestic violence,,16-24,,Female
15.80342747,9.323546017,143,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Domestic violence,,16-24,,Female
18.31380104,8.691345182,853,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Domestic violence,,16-24,,Female
7.440363893,2.814858103,4111,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Domestic violence,,16+,,Female
36.95826717,8.024802286,1609,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Domestic violence,,16+,,Female
5.748508908,1.338401633,13263,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Domestic violence,,16+,,Female
7.499152504,3.740776465,1173,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Domestic violence,,25-34,,Female
59.78353705,16.6388323,637,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Domestic violence,,25-34,,Female
3.510609677,2.601571921,1234,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Domestic violence,,25-34,,Female
2.669579726,1.556677035,1705,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Domestic violence,,35-44,,Female
8.791293154,5.020207261,525,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Domestic violence,,35-44,,Female
10.69617647,5.754567081,898,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Domestic violence,,35-44,,Female
22.11981439,14.09184066,745,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Domestic violence,,45-54,,Female
52.00826152,25.07638034,283,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Domestic violence,,45-54,,Female
6.668040276,2.735738578,2236,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Domestic violence,,45-54,,Female
0,0,91,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Domestic violence,,55-64,,Female
0,0,16,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Domestic violence,,55-64,,Female
3.526863974,1.738240583,2837,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Domestic violence,,55-64,,Female
0,0,20,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Domestic violence,,65-74,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Domestic violence,,65-74,,Female
3.051672807,1.564624779,2861,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Domestic violence,,65-74,,Female
0,0,10,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Domestic violence,,75+,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Domestic violence,,75+,,Female
0,0,2344,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Domestic violence,,75+,,Female
3.044882581,3.041688219,291,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Domestic violence,,16-24,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Domestic violence,,16-24,,Male
7.556523662,3.860608078,930,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Domestic violence,,16-24,,Male
3.82252996,1.487869636,3570,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Domestic violence,,16+,,Male
3.423553399,3.423377407,172,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Domestic violence,,16+,,Male
2.474793293,0.677024619,12695,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Domestic violence,,16+,,Male
1.448518173,1.446418329,734,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Domestic violence,,25-34,,Male
0,0,43,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Domestic violence,,25-34,,Male
2.420640334,1.041504809,1488,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Domestic violence,,25-34,,Male
1.671589495,1.195907265,1458,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Domestic violence,,35-44,,Male
9.989148803,9.973205524,62,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Domestic violence,,35-44,,Male
5.223059492,3.264656366,1168,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Domestic violence,,35-44,,Male
10.64954041,5.629409599,890,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Domestic violence,,45-54,,Male
0,0,48,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Domestic violence,,45-54,,Male
2.797396026,1.207040973,1994,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Domestic violence,,45-54,,Male
0,0,149,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Domestic violence,,55-64,,Male
0,0,11,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Domestic violence,,55-64,,Male
0.258326743,0.258244376,2560,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Domestic violence,,55-64,,Male
0,0,35,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Domestic violence,,65-74,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Domestic violence,,65-74,,Male
0.441768111,0.442018323,2669,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Domestic violence,,65-74,,Male
0,0,13,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Domestic violence,,75+,,Male
0,0,1886,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Domestic violence,,75+,,Male
11.97950025,4.368998497,658,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Mugging,,16-24,,All adults
9.866112181,7.036340882,147,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Mugging,,16-24,,All adults
5.591677674,1.611913771,1783,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Mugging,,16-24,,All adults
6.551593552,1.563625282,7681,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Mugging,,16+,,All adults
6.058554343,1.90840704,1781,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Mugging,,16+,,All adults
2.477912508,0.36582186,25958,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Mugging,,16+,,All adults
3.018613644,1.424616058,1907,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Mugging,,25-34,,All adults
7.931448031,3.503281778,680,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Mugging,,25-34,,All adults
3.029052628,1.034860269,2722,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Mugging,,25-34,,All adults
3.968994038,1.881823207,3163,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Mugging,,35-44,,All adults
4.167780638,2.949211498,587,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Mugging,,35-44,,All adults
4.866545104,1.78284512,2066,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Mugging,,35-44,,All adults
13.35847205,5.936493325,1635,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Mugging,,45-54,,All adults
3.500753922,3.49461804,331,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Mugging,,45-54,,All adults
1.936769582,0.834708242,4230,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Mugging,,45-54,,All adults
0,0,240,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Mugging,,55-64,,All adults
0,0,27,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Mugging,,55-64,,All adults
1.942372897,0.778353039,5397,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Mugging,,55-64,,All adults
0,0,55,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Mugging,,65-74,,All adults
-,-,-,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Mugging,,65-74,,All adults
0.984425129,0.484878339,5530,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Mugging,,65-74,,All adults
0,0,23,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Mugging,,75+,,All adults
-,-,-,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Mugging,,75+,,All adults
0.761586566,0.353483581,4230,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Mugging,,75+,,All adults
7.061615802,4.3105933,367,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Mugging,,16-24,,Female
10.21075431,7.280216844,143,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Mugging,,16-24,,Female
4.946440462,2.38556462,853,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Mugging,,16-24,,Female
4.672721037,1.5865585,4111,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Mugging,,16+,,Female
6.767971911,2.13025014,1609,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Mugging,,16+,,Female
1.916084096,0.436642338,13263,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Mugging,,16+,,Female
2.516054737,1.468498049,1173,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Mugging,,25-34,,Female
8.61610358,3.803591682,637,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Mugging,,25-34,,Female
