V4_2,Standard Error,Unweighted Count,Time_codelist,Time,Geography_codelist,Geography,Type of area (urban/rural)_codelist,Type of area (urban/rural),Measurement Type_codelist,Measurement Type,Crime Type_codelist,Crime Type,Age_codelist,Age,Sex_codelist,Sex
3.773140901,2.05269395,2216,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Domestic violence,,55-64,,Female
3.408992975,3.416786616,756,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Domestic violence,,65-74,,Female
2.889720957,1.725075603,2128,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Domestic violence,,65-74,,Female
0,0,586,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Domestic violence,,75+,,Female
0,0,1770,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Domestic violence,,75+,,Female
6.141609682,6.147858088,178,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Domestic violence,,16-24,,Male
6.517544063,3.341770511,1047,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Domestic violence,,16-24,,Male
2.989324573,1.31426481,3453,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Domestic violence,,16+,,Male
2.802948083,0.712262921,12984,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Domestic violence,,16+,,Male
4.49343279,3.173065898,310,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Domestic violence,,25-34,,Male
1.784683403,0.851121743,1955,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Domestic violence,,25-34,,Male
5.362476784,4.352845429,430,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Domestic violence,,35-44,,Male
2.811256482,1.551319307,2258,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Domestic violence,,35-44,,Male
5.909536634,4.744123301,650,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Domestic violence,,45-54,,Male
5.453824866,2.387343718,2282,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Domestic violence,,45-54,,Male
0,0,637,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Domestic violence,,55-64,,Male
0.299215144,0.299124278,2083,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Domestic violence,,55-64,,Male
0,0,762,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Domestic violence,,65-74,,Male
0.581910691,0.58203996,1946,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Domestic violence,,65-74,,Male
0,0,486,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Domestic violence,,75+,,Male
0,0,1413,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Domestic violence,,75+,,Male
9.333244631,4.774190817,394,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Mugging,,16-24,,All adults
7.055087178,1.734404607,2194,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Mugging,,16-24,,All adults
2.856154376,1.005879393,7475,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Mugging,,16+,,All adults
3.820209401,0.570945957,27945,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Mugging,,16+,,All adults
9.134355608,3.7761992,731,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Mugging,,25-34,,All adults
2.60974096,0.792004,4578,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Mugging,,25-34,,All adults
5.481674221,4.386114845,1005,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Mugging,,35-44,,All adults
4.074738008,1.328015317,4811,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Mugging,,35-44,,All adults
0.654589244,0.655113316,1390,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Mugging,,45-54,,All adults
6.74818928,2.406468889,4806,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Mugging,,45-54,,All adults
0.672187396,0.672883663,1365,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Mugging,,55-64,,All adults
2.125505597,0.907217683,4299,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Mugging,,55-64,,All adults
0,0,1518,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Mugging,,65-74,,All adults
1.286801405,0.633503482,4074,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Mugging,,65-74,,All adults
0,0,1072,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Mugging,,75+,,All adults
0.973344018,0.451791774,3183,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Mugging,,75+,,All adults
8.680976154,6.453628792,216,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Mugging,,16-24,,Female
5.321050055,2.135477211,1147,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Mugging,,16-24,,Female
3.170024177,1.355394035,4022,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Mugging,,16+,,Female
2.807596858,0.568292511,14961,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Mugging,,16+,,Female
7.737972438,4.431207784,421,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Mugging,,25-34,,Female
2.460409242,1.010110548,2623,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Mugging,,25-34,,Female
7.807478486,7.789701692,575,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Mugging,,35-44,,Female
5.049271355,2.324050575,2553,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Mugging,,35-44,,Female
1.285004487,1.285691831,740,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Mugging,,45-54,,Female
2.52585559,1.234174846,2524,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Mugging,,45-54,,Female
1.280595795,1.279673535,728,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Mugging,,55-64,,Female
1.394885599,0.717149697,2216,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Mugging,,55-64,,Female
0,0,756,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Mugging,,65-74,,Female
0.811854183,0.47985326,2128,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Mugging,,65-74,,Female
0,0,586,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Mugging,,75+,,Female
1.137730709,0.666952205,1770,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Mugging,,75+,,Female
9.994354987,7.010198995,178,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Mugging,,16-24,,Male
8.7007736,2.702988018,1047,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Mugging,,16-24,,Male
2.516438849,1.04182235,3453,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Mugging,,16+,,Male
4.868080747,1.004587421,12984,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Mugging,,16+,,Male
10.57334212,6.170132695,310,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Mugging,,25-34,,Male
2.759018549,1.223931262,1955,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Mugging,,25-34,,Male
2.765713102,2.742864261,430,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Mugging,,35-44,,Male
3.107113358,1.294917014,2258,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Mugging,,35-44,,Male
0,0,650,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Mugging,,45-54,,Male
11.09158806,4.704903471,2282,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Mugging,,45-54,,Male
0,0,637,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Mugging,,55-64,,Male
2.868116824,1.677904586,2083,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Mugging,,55-64,,Male
0,0,762,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Mugging,,65-74,,Male
1.810096735,1.221032899,1946,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Mugging,,65-74,,Male
0,0,486,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Mugging,,75+,,Male
0.756360169,0.566764493,1413,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Mugging,,75+,,Male
26.20245609,10.42112572,394,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Other personal theft,,16-24,,All adults
27.13909851,4.25782624,2194,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Other personal theft,,16-24,,All adults
10.77363469,1.571116437,7475,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Other personal theft,,16+,,All adults
14.52960853,0.965155474,27945,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Other personal theft,,16+,,All adults
10.75097213,3.737310227,731,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Other personal theft,,25-34,,All adults
17.98904939,2.291064304,4578,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Other personal theft,,25-34,,All adults
14.55342039,4.341335191,1005,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Other personal theft,,35-44,,All adults
14.09547104,1.923345838,4811,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Other personal theft,,35-44,,All adults
11.86832355,3.323844099,1390,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Other personal theft,,45-54,,All adults
12.0493255,1.995041225,4806,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Other personal theft,,45-54,,All adults
9.699476213,3.375997279,1365,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Other personal theft,,55-64,,All adults
10.800868,2.032276142,4299,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Other personal theft,,55-64,,All adults
3.639234635,1.494947562,1518,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Other personal theft,,65-74,,All adults
8.079341027,1.709777098,4074,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Other personal theft,,65-74,,All adults
3.962311955,2.023262258,1072,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Other personal theft,,75+,,All adults
7.044207227,1.72902925,3183,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Other personal theft,,75+,,All adults
33.40920475,17.47397402,216,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Other personal theft,,16-24,,Female
25.32486708,5.3764747,1147,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Other personal theft,,16-24,,Female
12.79128302,2.39365904,4022,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Other personal theft,,16+,,Female
12.95693185,1.19053275,14961,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Other personal theft,,16+,,Female
16.44699017,6.744468077,421,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Other personal theft,,25-34,,Female
14.78249646,2.819325298,2623,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Other personal theft,,25-34,,Female
17.19734257,6.559235762,575,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Other personal theft,,35-44,,Female
17.60949949,3.088102566,2553,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Other personal theft,,35-44,,Female
14.53233338,5.285037255,740,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Other personal theft,,45-54,,Female
9.644890058,2.117069859,2524,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Other personal theft,,45-54,,Female
7.358113772,3.357946642,728,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Other personal theft,,55-64,,Female
7.631013072,2.114635774,2216,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Other personal theft,,55-64,,Female
4.898223618,2.328135109,756,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Other personal theft,,65-74,,Female
5.23329183,1.6396129,2128,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Other personal theft,,65-74,,Female
4.866174963,2.860718646,586,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Other personal theft,,75+,,Female
7.337719287,2.307932417,1770,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Other personal theft,,75+,,Female
18.89801575,11.26854632,178,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Other personal theft,,16-24,,Male
28.86089326,6.682759816,1047,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Other personal theft,,16-24,,Male
8.589842355,1.93336221,3453,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Other personal theft,,16+,,Male
16.15704524,1.526054589,12984,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Other personal theft,,16+,,Male
4.88116985,3.070755648,310,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Other personal theft,,25-34,,Male
21.19444003,3.652531416,1955,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Other personal theft,,25-34,,Male
11.46597664,5.5362667,430,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Other personal theft,,35-44,,Male
10.60635436,2.363485634,2258,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Other personal theft,,35-44,,Male
9.102159195,3.944205222,650,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Other personal theft,,45-54,,Male
14.52270225,3.510643344,2282,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Other personal theft,,45-54,,Male
12.28628193,6.06311764,637,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Other personal theft,,55-64,,Male
14.02274786,3.510608846,2083,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Other personal theft,,55-64,,Male
2.379742389,1.886180579,762,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Other personal theft,,65-74,,Male
11.21510893,3.102502127,1946,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Other personal theft,,65-74,,Male
2.81074333,2.807396088,486,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Other personal theft,,75+,,Male
6.656783062,2.608092072,1413,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Other personal theft,,75+,,Male
9.333244631,4.774190817,394,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Robbery,,16-24,,All adults
5.735188411,1.596008631,2194,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Robbery,,16-24,,All adults
2.372766548,0.966593921,7475,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Robbery,,16+,,All adults
2.869847109,0.511128535,27945,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Robbery,,16+,,All adults
5.787996186,2.954859231,731,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Robbery,,25-34,,All adults
1.406280724,0.571688722,4578,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Robbery,,25-34,,All adults
5.481674221,4.386114845,1005,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Robbery,,35-44,,All adults
2.119529602,0.746931711,4811,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Robbery,,35-44,,All adults
0,0,1390,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Robbery,,45-54,,All adults
6.243322764,2.372526049,4806,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Robbery,,45-54,,All adults
0.672187396,0.672883663,1365,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Robbery,,55-64,,All adults
1.309713341,0.680369457,4299,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Robbery,,55-64,,All adults
0,0,1518,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Robbery,,65-74,,All adults
1.286801405,0.633503482,4074,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Robbery,,65-74,,All adults
0,0,1072,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Robbery,,75+,,All adults
0.729553456,0.380212515,3183,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Robbery,,75+,,All adults
8.680976154,6.453628792,216,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Robbery,,16-24,,Female
4.114687254,1.911086864,1147,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Robbery,,16-24,,Female
2.573480524,1.287735198,4022,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Robbery,,16+,,Female
1.566849962,0.376273945,14961,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Robbery,,16+,,Female
4.374349906,2.875184753,421,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Robbery,,25-34,,Female
0.938641714,0.491354748,2623,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Robbery,,25-34,,Female
7.807478486,7.789701692,575,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Robbery,,35-44,,Female
1.244244899,0.747543188,2553,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Robbery,,35-44,,Female
0,0,740,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Robbery,,45-54,,Female
2.298004469,1.213194058,2524,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Robbery,,45-54,,Female
1.280595795,1.279673535,728,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Robbery,,55-64,,Female
0.631434982,0.448995154,2216,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Robbery,,55-64,,Female
0,0,756,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Robbery,,65-74,,Female
0.811854183,0.47985326,2128,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Robbery,,65-74,,Female
0,0,586,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Robbery,,75+,,Female
0.709244724,0.511162723,1770,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Robbery,,75+,,Female
9.994354987,7.010198995,178,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Robbery,,16-24,,Male
7.273123622,2.521777243,1047,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Robbery,,16-24,,Male
2.155524704,0.977392321,3453,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Robbery,,16+,,Male
4.218214144,0.966353752,12984,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Robbery,,16+,,Male
7.244772501,5.211845134,310,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Robbery,,25-34,,Male
1.873750228,1.034297769,1955,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Robbery,,25-34,,Male
2.765713102,2.742864261,430,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Robbery,,35-44,,Male
2.988609205,1.289626554,2258,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Robbery,,35-44,,Male
0,0,650,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Robbery,,45-54,,Male
10.30176341,4.640184893,2282,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Robbery,,45-54,,Male
0,0,637,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Robbery,,55-64,,Male
1.999123876,1.293895528,2083,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Robbery,,55-64,,Male
0,0,762,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Robbery,,65-74,,Male
1.810096735,1.221032899,1946,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Robbery,,65-74,,Male
0,0,486,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Robbery,,75+,,Male
0.756360169,0.566764493,1413,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Robbery,,75+,,Male
0,0,394,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Snatch theft,,16-24,,All adults
1.319898768,0.694302885,2194,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Snatch theft,,16-24,,All adults
0.483387828,0.281948974,7475,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Snatch theft,,16+,,All adults
0.950362292,0.248251558,27945,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Snatch theft,,16+,,All adults
3.346359421,2.373352341,731,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Snatch theft,,25-34,,All adults
1.203460236,0.549617214,4578,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Snatch theft,,25-34,,All adults
0,0,1005,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Snatch theft,,35-44,,All adults
1.955208405,1.098879316,4811,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Snatch theft,,35-44,,All adults
0.654589244,0.655113316,1390,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Snatch theft,,45-54,,All adults
0.504866516,0.405978659,4806,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Snatch theft,,45-54,,All adults
0,0,1365,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Snatch theft,,55-64,,All adults
0.815792256,0.425568426,4299,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Snatch theft,,55-64,,All adults
0,0,1518,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Snatch theft,,65-74,,All adults
0,0,4074,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Snatch theft,,65-74,,All adults
0,0,1072,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Snatch theft,,75+,,All adults
0.243790562,0.243806268,3183,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Snatch theft,,75+,,All adults
0,0,216,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Snatch theft,,16-24,,Female
