V4_1,Standard Error,Time_codelist,Time,Geography_codelist,Geography,Type of area (urban/rural)_codelist,Type of area (urban/rural),Measurement Type_codelist,Measurement Type,Crime Type_codelist,Crime Type,Age_codelist,Age,Sex_codelist,Sex
1.784683403,0.851121743,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Domestic violence,,25-34,,Male
5.362476784,4.352845429,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Domestic violence,,35-44,,Male
2.811256482,1.551319307,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Domestic violence,,35-44,,Male
5.909536634,4.744123301,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Domestic violence,,45-54,,Male
5.453824866,2.387343718,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Domestic violence,,45-54,,Male
0,0,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Domestic violence,,55-64,,Male
0.299215144,0.299124278,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Domestic violence,,55-64,,Male
0,0,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Domestic violence,,65-74,,Male
0.581910691,0.58203996,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Domestic violence,,65-74,,Male
0,0,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Domestic violence,,75+,,Male
0,0,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Domestic violence,,75+,,Male
9.333244631,4.774190817,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Mugging,,16-24,,All adults
7.055087178,1.734404607,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Mugging,,16-24,,All adults
2.856154376,1.005879393,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Mugging,,16+,,All adults
3.820209401,0.570945957,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Mugging,,16+,,All adults
9.134355608,3.7761992,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Mugging,,25-34,,All adults
2.60974096,0.792004,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Mugging,,25-34,,All adults
5.481674221,4.386114845,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Mugging,,35-44,,All adults
4.074738008,1.328015317,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Mugging,,35-44,,All adults
0.654589244,0.655113316,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Mugging,,45-54,,All adults
6.74818928,2.406468889,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Mugging,,45-54,,All adults
0.672187396,0.672883663,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Mugging,,55-64,,All adults
2.125505597,0.907217683,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Mugging,,55-64,,All adults
0,0,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Mugging,,65-74,,All adults
1.286801405,0.633503482,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Mugging,,65-74,,All adults
0,0,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Mugging,,75+,,All adults
0.973344018,0.451791774,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Mugging,,75+,,All adults
8.680976154,6.453628792,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Mugging,,16-24,,Female
5.321050055,2.135477211,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Mugging,,16-24,,Female
3.170024177,1.355394035,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Mugging,,16+,,Female
2.807596858,0.568292511,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Mugging,,16+,,Female
7.737972438,4.431207784,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Mugging,,25-34,,Female
2.460409242,1.010110548,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Mugging,,25-34,,Female
7.807478486,7.789701692,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Mugging,,35-44,,Female
5.049271355,2.324050575,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Mugging,,35-44,,Female
1.285004487,1.285691831,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Mugging,,45-54,,Female
2.52585559,1.234174846,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Mugging,,45-54,,Female
1.280595795,1.279673535,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Mugging,,55-64,,Female
1.394885599,0.717149697,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Mugging,,55-64,,Female
0,0,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Mugging,,65-74,,Female
0.811854183,0.47985326,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Mugging,,65-74,,Female
0,0,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Mugging,,75+,,Female
1.137730709,0.666952205,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Mugging,,75+,,Female
9.994354987,7.010198995,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Mugging,,16-24,,Male
8.7007736,2.702988018,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Mugging,,16-24,,Male
2.516438849,1.04182235,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Mugging,,16+,,Male
4.868080747,1.004587421,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Mugging,,16+,,Male
10.57334212,6.170132695,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Mugging,,25-34,,Male
2.759018549,1.223931262,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Mugging,,25-34,,Male
2.765713102,2.742864261,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Mugging,,35-44,,Male
3.107113358,1.294917014,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Mugging,,35-44,,Male
0,0,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Mugging,,45-54,,Male
11.09158806,4.704903471,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Mugging,,45-54,,Male
0,0,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Mugging,,55-64,,Male
2.868116824,1.677904586,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Mugging,,55-64,,Male
0,0,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Mugging,,65-74,,Male
1.810096735,1.221032899,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Mugging,,65-74,,Male
0,0,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Mugging,,75+,,Male
0.756360169,0.566764493,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Mugging,,75+,,Male
26.20245609,10.42112572,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Other personal theft,,16-24,,All adults
27.13909851,4.25782624,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Other personal theft,,16-24,,All adults
10.77363469,1.571116437,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Other personal theft,,16+,,All adults
14.52960853,0.965155474,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Other personal theft,,16+,,All adults
10.75097213,3.737310227,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Other personal theft,,25-34,,All adults
17.98904939,2.291064304,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Other personal theft,,25-34,,All adults
14.55342039,4.341335191,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Other personal theft,,35-44,,All adults
14.09547104,1.923345838,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Other personal theft,,35-44,,All adults
11.86832355,3.323844099,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Other personal theft,,45-54,,All adults
12.0493255,1.995041225,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Other personal theft,,45-54,,All adults
9.699476213,3.375997279,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Other personal theft,,55-64,,All adults
10.800868,2.032276142,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Other personal theft,,55-64,,All adults
3.639234635,1.494947562,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Other personal theft,,65-74,,All adults
8.079341027,1.709777098,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Other personal theft,,65-74,,All adults
3.962311955,2.023262258,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Other personal theft,,75+,,All adults
7.044207227,1.72902925,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Other personal theft,,75+,,All adults
33.40920475,17.47397402,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Other personal theft,,16-24,,Female
25.32486708,5.3764747,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Other personal theft,,16-24,,Female
12.79128302,2.39365904,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Other personal theft,,16+,,Female
12.95693185,1.19053275,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Other personal theft,,16+,,Female
16.44699017,6.744468077,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Other personal theft,,25-34,,Female
14.78249646,2.819325298,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Other personal theft,,25-34,,Female
17.19734257,6.559235762,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Other personal theft,,35-44,,Female
17.60949949,3.088102566,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Other personal theft,,35-44,,Female
14.53233338,5.285037255,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Other personal theft,,45-54,,Female
9.644890058,2.117069859,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Other personal theft,,45-54,,Female
7.358113772,3.357946642,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Other personal theft,,55-64,,Female
7.631013072,2.114635774,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Other personal theft,,55-64,,Female
4.898223618,2.328135109,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Other personal theft,,65-74,,Female
5.23329183,1.6396129,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Other personal theft,,65-74,,Female
4.866174963,2.860718646,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Other personal theft,,75+,,Female
7.337719287,2.307932417,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Other personal theft,,75+,,Female
18.89801575,11.26854632,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Other personal theft,,16-24,,Male
28.86089326,6.682759816,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Other personal theft,,16-24,,Male
8.589842355,1.93336221,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Other personal theft,,16+,,Male
16.15704524,1.526054589,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Other personal theft,,16+,,Male
4.88116985,3.070755648,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Other personal theft,,25-34,,Male
21.19444003,3.652531416,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Other personal theft,,25-34,,Male
11.46597664,5.5362667,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Other personal theft,,35-44,,Male
10.60635436,2.363485634,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Other personal theft,,35-44,,Male
9.102159195,3.944205222,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Other personal theft,,45-54,,Male
14.52270225,3.510643344,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Other personal theft,,45-54,,Male
12.28628193,6.06311764,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Other personal theft,,55-64,,Male
14.02274786,3.510608846,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Other personal theft,,55-64,,Male
2.379742389,1.886180579,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Other personal theft,,65-74,,Male
11.21510893,3.102502127,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Other personal theft,,65-74,,Male
2.81074333,2.807396088,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Other personal theft,,75+,,Male
6.656783062,2.608092072,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Other personal theft,,75+,,Male
9.333244631,4.774190817,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Robbery,,16-24,,All adults
5.735188411,1.596008631,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Robbery,,16-24,,All adults
2.372766548,0.966593921,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Robbery,,16+,,All adults
2.869847109,0.511128535,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Robbery,,16+,,All adults
5.787996186,2.954859231,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Robbery,,25-34,,All adults
1.406280724,0.571688722,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Robbery,,25-34,,All adults
5.481674221,4.386114845,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Robbery,,35-44,,All adults
2.119529602,0.746931711,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Robbery,,35-44,,All adults
0,0,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Robbery,,45-54,,All adults
6.243322764,2.372526049,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Robbery,,45-54,,All adults
0.672187396,0.672883663,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Robbery,,55-64,,All adults
1.309713341,0.680369457,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Robbery,,55-64,,All adults
0,0,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Robbery,,65-74,,All adults
1.286801405,0.633503482,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Robbery,,65-74,,All adults
0,0,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Robbery,,75+,,All adults
0.729553456,0.380212515,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Robbery,,75+,,All adults
8.680976154,6.453628792,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Robbery,,16-24,,Female
4.114687254,1.911086864,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Robbery,,16-24,,Female
2.573480524,1.287735198,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Robbery,,16+,,Female
1.566849962,0.376273945,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Robbery,,16+,,Female
4.374349906,2.875184753,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Robbery,,25-34,,Female
0.938641714,0.491354748,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Robbery,,25-34,,Female
7.807478486,7.789701692,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Robbery,,35-44,,Female
1.244244899,0.747543188,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Robbery,,35-44,,Female
0,0,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Robbery,,45-54,,Female
2.298004469,1.213194058,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Robbery,,45-54,,Female
1.280595795,1.279673535,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Robbery,,55-64,,Female
0.631434982,0.448995154,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Robbery,,55-64,,Female
0,0,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Robbery,,65-74,,Female
0.811854183,0.47985326,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Robbery,,65-74,,Female
0,0,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Robbery,,75+,,Female
0.709244724,0.511162723,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Robbery,,75+,,Female
9.994354987,7.010198995,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Robbery,,16-24,,Male
7.273123622,2.521777243,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Robbery,,16-24,,Male
2.155524704,0.977392321,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Robbery,,16+,,Male
4.218214144,0.966353752,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Robbery,,16+,,Male
7.244772501,5.211845134,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Robbery,,25-34,,Male
1.873750228,1.034297769,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Robbery,,25-34,,Male
2.765713102,2.742864261,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Robbery,,35-44,,Male
2.988609205,1.289626554,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Robbery,,35-44,,Male
0,0,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Robbery,,45-54,,Male
10.30176341,4.640184893,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Robbery,,45-54,,Male
0,0,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Robbery,,55-64,,Male
1.999123876,1.293895528,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Robbery,,55-64,,Male
0,0,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Robbery,,65-74,,Male
1.810096735,1.221032899,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Robbery,,65-74,,Male
0,0,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Robbery,,75+,,Male
0.756360169,0.566764493,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Robbery,,75+,,Male
0,0,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Snatch theft,,16-24,,All adults
1.319898768,0.694302885,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Snatch theft,,16-24,,All adults
0.483387828,0.281948974,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Snatch theft,,16+,,All adults
0.950362292,0.248251558,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Snatch theft,,16+,,All adults
3.346359421,2.373352341,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Snatch theft,,25-34,,All adults
1.203460236,0.549617214,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Snatch theft,,25-34,,All adults
0,0,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Snatch theft,,35-44,,All adults
1.955208405,1.098879316,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Snatch theft,,35-44,,All adults
0.654589244,0.655113316,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Snatch theft,,45-54,,All adults
0.504866516,0.405978659,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Snatch theft,,45-54,,All adults
0,0,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Snatch theft,,55-64,,All adults
0.815792256,0.425568426,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Snatch theft,,55-64,,All adults
0,0,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Snatch theft,,65-74,,All adults
0,0,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Snatch theft,,65-74,,All adults
0,0,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Snatch theft,,75+,,All adults
0.243790562,0.243806268,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Snatch theft,,75+,,All adults
0,0,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Snatch theft,,16-24,,Female
1.206362801,0.955492959,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Snatch theft,,16-24,,Female
0.596543653,0.426938523,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Snatch theft,,16+,,Female
1.240746895,0.423182329,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Snatch theft,,16+,,Female
3.363622532,3.367060307,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Snatch theft,,25-34,,Female
1.521767528,0.882808348,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Snatch theft,,25-34,,Female
0,0,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Snatch theft,,35-44,,Female
3.805026456,2.201373944,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Snatch theft,,35-44,,Female
1.285004487,1.285691831,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Snatch theft,,45-54,,Female
0.227851121,0.227881135,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Snatch theft,,45-54,,Female
0,0,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Snatch theft,,55-64,,Female
0.763450616,0.559690208,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Snatch theft,,55-64,,Female
0,0,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Snatch theft,,65-74,,Female
0,0,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Snatch theft,,65-74,,Female
0,0,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Snatch theft,,75+,,Female
0.428485985,0.42849789,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Snatch theft,,75+,,Female
0,0,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Snatch theft,,16-24,,Male
1.427649978,1.0050311,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Snatch theft,,16-24,,Male
0.360914145,0.361142732,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Snatch theft,,16+,,Male
0.649866603,0.251658263,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Snatch theft,,16+,,Male
3.328569616,3.323167284,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Snatch theft,,25-34,,Male
