V4_2,Standard Error,Unweighted Count,Time_codelist,Time,Geography_codelist,Geography,Long-standing illness or disability _codelist,Long-standing illness or disability ,Measurement Type_codelist,Measurement Type,Crime Type_codelist,Crime Type,Age_codelist,Age,Sex_codelist,Sex
28.17898417,4.0350939210000005,6764,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,Common assault,,16+,,All adults
18.71527087,1.452643044,26770,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,Common assault,,16+,,All adults
19.12460473,6.407396682000001,1781,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,Common assault,,16+,,All adults
38.70699392,11.43604428,606,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,Common assault,,25-34,,All adults
53.74762552,16.10664094,439,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,Common assault,,25-34,,All adults
22.87581962,3.3863634410000003,4697,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,Common assault,,25-34,,All adults
2.7584176680000003,2.74265942,166,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,Common assault,,25-34,,All adults
41.27991569,9.997640907000001,839,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,Common assault,,35-44,,All adults
44.39452242,12.60859118,640,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,Common assault,,35-44,,All adults
16.96111129,2.869258299,4959,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,Common assault,,35-44,,All adults
31.87715031,12.52660504,199,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,Common assault,,35-44,,All adults
35.03713001,9.308735697000001,1329,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,Common assault,,45-54,,All adults
39.26308476,11.2197517,1034,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,Common assault,,45-54,,All adults
23.2315381,3.713822521,4853,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,Common assault,,45-54,,All adults
20.95692782,14.99836675,294,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,Common assault,,45-54,,All adults
21.19326175,6.622265454,1590,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,Common assault,,55-64,,All adults
19.58079834,7.266151166,1268,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,Common assault,,55-64,,All adults
8.947928346,2.301148446,4050,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,Common assault,,55-64,,All adults
27.38203744,15.84411229,319,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,Common assault,,55-64,,All adults
9.685088086,3.817441502,1874,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,Common assault,,65-74,,All adults
10.87081449,4.788093109,1483,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,Common assault,,65-74,,All adults
5.072025405,1.42371404,3698,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,Common assault,,65-74,,All adults
5.3945485710000005,3.145200499,390,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,Common assault,,65-74,,All adults
2.191234985,1.034704048,1997,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,Common assault,,75+,,All adults
2.243507391,1.1822016990000002,1669,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,Common assault,,75+,,All adults
1.010139157,0.599475181,2246,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,Common assault,,75+,,All adults
1.945357738,1.947225246,327,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,Common assault,,75+,,All adults
54.91273237,31.01244861,184,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,Common assault,,16-24,,Female
36.09914807,19.27680511,144,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,Common assault,,16-24,,Female
14.41728377,3.654157132,1175,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,Common assault,,16-24,,Female
109.9283619,105.5769101,40,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,Common assault,,16-24,,Female
23.09774757,4.016221912,4755,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,Common assault,,16+,,Female
22.29975438,3.979119548,3893,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,Common assault,,16+,,Female
12.21221912,1.482758122,14173,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,Common assault,,16+,,Female
26.66233476,12.42742574,858,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,Common assault,,16+,,Female
52.93357432,18.07385643,407,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,Common assault,,25-34,,Female
69.56431233,24.19828726,306,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,Common assault,,25-34,,Female
15.84754536,3.787713591,2633,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,Common assault,,25-34,,Female
5.449627303,5.456088468,100,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,Common assault,,25-34,,Female
51.6179223,15.59124364,481,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,Common assault,,35-44,,Female
55.53353522,19.11978621,380,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,Common assault,,35-44,,Female
11.55893885,2.638834407,2639,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,Common assault,,35-44,,Female
37.56757531,19.83153906,101,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,Common assault,,35-44,,Female
26.47460134,9.873212797999999,751,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,Common assault,,45-54,,Female
31.88958247,12.32598954,601,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,Common assault,,45-54,,Female
19.7152773,5.480649869,2505,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,Common assault,,45-54,,Female
5.297423154,5.311169013,150,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,Common assault,,45-54,,Female
22.9734006,8.034855037,841,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,Common assault,,55-64,,Female
15.5557577,5.956947998,687,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,Common assault,,55-64,,Female
8.193042878,2.64107016,2091,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,Common assault,,55-64,,Female
54.46411368,33.32542579,153,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,Common assault,,55-64,,Female
5.485427456,2.96884823,965,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,Common assault,,65-74,,Female
5.967626475,3.576493012,786,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,Common assault,,65-74,,Female
3.906708988,2.033368162,1907,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,Common assault,,65-74,,Female
3.468825762,3.4694017230000003,178,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,Common assault,,65-74,,Female
0.577773416,0.577829037,1126,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,Common assault,,75+,,Female
0.656993312,0.657022619,989,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,Common assault,,75+,,Female
1.339962376,0.970893753,1223,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,Common assault,,75+,,Female
0.0,0.0,136,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,Common assault,,75+,,Female
144.7805272,55.39799226,133,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,Common assault,,16-24,,Male
223.02389700000003,87.04332878,87,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,Common assault,,16-24,,Male
56.09264795,11.14021776,1092,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,Common assault,,16-24,,Male
14.55145696,14.51677714,46,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,Common assault,,16-24,,Male
29.78977704,5.876700854,3797,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,Common assault,,16+,,Male
36.10951038,7.778971417,2871,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,Common assault,,16+,,Male
25.21819501,2.461220638,12597,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,Common assault,,16+,,Male
12.63773355,5.252581789,923,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,Common assault,,16+,,Male
19.04885441,10.70784963,199,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,Common assault,,25-34,,Male
29.0514697,16.21205229,133,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,Common assault,,25-34,,Male
29.67964552,5.585147106,2064,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,Common assault,,25-34,,Male
0.0,0.0,66,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,Common assault,,25-34,,Male
29.19955065,11.63316619,358,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,Common assault,,35-44,,Male
30.1593833,15.00050736,260,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,Common assault,,35-44,,Male
22.35148787,5.033486713,2320,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,Common assault,,35-44,,Male
26.79040463,15.71387869,98,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,Common assault,,35-44,,Male
45.86222431,17.02301688,578,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,Common assault,,45-54,,Male
49.34978106,20.60874925,433,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,Common assault,,45-54,,Male
26.67610952,5.142577772,2348,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,Common assault,,45-54,,Male
36.28945946,29.13923325,144,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,Common assault,,45-54,,Male
19.22305188,10.79739677,749,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,Common assault,,55-64,,Male
24.34166408,14.24804478,581,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,Common assault,,55-64,,Male
9.711251757000001,3.800502896,1959,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,Common assault,,55-64,,Male
3.5082096560000005,3.508945529,166,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,Common assault,,55-64,,Male
14.16352871,7.223399176,909,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,Common assault,,65-74,,Male
16.4639185,9.394338264,697,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,Common assault,,65-74,,Male
6.325768008,2.03451087,1791,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,Common assault,,65-74,,Male
6.982045468,4.974890995,212,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,Common assault,,65-74,,Male
4.460789819,2.348914727,871,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,Common assault,,75+,,Male
4.840927656,2.920745759,680,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,Common assault,,75+,,Male
0.6056417829999999,0.605051586,1023,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,Common assault,,75+,,Male
3.285663748,3.287086983,191,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,Common assault,,75+,,Male
60.07483055,21.7736964,317,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,Common assault with no injury,,16-24,,All adults
64.77653098,22.76951563,231,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,Common assault with no injury,,16-24,,All adults
22.12964903,4.903093913,2267,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,Common assault with no injury,,16-24,,All adults
49.57781619,48.68521853,86,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,Common assault with no injury,,16-24,,All adults
17.72357914,2.747323634,8552,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,Common assault with no injury,,16+,,All adults
18.68761322,3.076066651,6764,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,Common assault with no injury,,16+,,All adults
13.11621295,1.222966553,26770,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,Common assault with no injury,,16+,,All adults
14.48738115,6.1424990789999985,1781,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,Common assault with no injury,,16+,,All adults
18.15512807,6.425120402999999,606,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,Common assault with no injury,,25-34,,All adults
24.60177873,9.01206345,439,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,Common assault with no injury,,25-34,,All adults
17.25886478,2.944866562,4697,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,Common assault with no injury,,25-34,,All adults
2.7584176680000003,2.74265942,166,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,Common assault with no injury,,25-34,,All adults
21.18148113,6.960917447999999,839,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,Common assault with no injury,,35-44,,All adults
24.30125228,8.95894774,640,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,Common assault with no injury,,35-44,,All adults
13.55319142,2.631355226,4959,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,Common assault with no injury,,35-44,,All adults
11.76312477,7.09430948,199,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,Common assault with no injury,,35-44,,All adults
29.60851213,8.892581629,1329,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,Common assault with no injury,,45-54,,All adults
32.21018959,10.63539876,1034,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,Common assault with no injury,,45-54,,All adults
15.25701833,2.984370582,4853,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,Common assault with no injury,,45-54,,All adults
20.95692782,14.99836675,294,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,Common assault with no injury,,45-54,,All adults
16.45876311,6.228872063,1590,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,Common assault with no injury,,55-64,,All adults
16.05370142,6.9800285660000005,1268,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,Common assault with no injury,,55-64,,All adults
6.606073764,2.1073726230000003,4050,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,Common assault with no injury,,55-64,,All adults
18.17542397,13.98744678,319,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,Common assault with no injury,,55-64,,All adults
7.838087847000001,3.509766738,1874,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,Common assault with no injury,,65-74,,All adults
8.516848987000001,4.3893481880000005,1483,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,Common assault with no injury,,65-74,,All adults
4.119929882,1.365470844,3698,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,Common assault with no injury,,65-74,,All adults
5.3945485710000005,3.145200499,390,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,Common assault with no injury,,65-74,,All adults
2.191234985,1.034704048,1997,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,Common assault with no injury,,75+,,All adults
2.243507391,1.1822016990000002,1669,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,Common assault with no injury,,75+,,All adults
1.010139157,0.599475181,2246,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,Common assault with no injury,,75+,,All adults
1.945357738,1.947225246,327,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,Common assault with no injury,,75+,,All adults
49.80490392,30.645775,184,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,Common assault with no injury,,16-24,,Female
29.24460579,18.03540872,144,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,Common assault with no injury,,16-24,,Female
7.322080986,2.618745294,1175,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,Common assault with no injury,,16-24,,Female
109.9283619,105.5769101,40,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,Common assault with no injury,,16-24,,Female
15.3607332,3.286147134,4755,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,Common assault with no injury,,16+,,Female
